vX7Wu,Stress_Level,Hours_Worked_Per_Week,Job_Role,industriousness,Employee_ID,Social_Isolation_Rating,Access_to_Mental_Health_Resources,Age,Physical_Activity,Years_of_Experience
1,Low,31,Data Scientist,Finance,EMP2639,3,No,55,None,31
3,Medium,44,Marketing,Education,EMP2640,2,No,25,Weekly,29
1,Low,22,Designer,Manufacturing,EMP2641,2,Yes,30,Daily,25
3,High,32,Sales,Education,EMP2642,4,Yes,35,Weekly,29
8,Medium,33,Marketing,Consulting,EMP2643,3,Yes,50,None,20
4,Low,44,HR,Healthcare,EMP2644,1,No,27,None,8
5,High,57,Designer,Manufacturing,EMP2645,3,Yes,34,None,29
9,High,54,HR,Retail,EMP2646,5,No,30,Daily,1
3,Medium,45,HR,Education,EMP2647,2,No,42,None,7
1,High,48,HR,Education,EMP2648,4,Yes,52,Weekly,6
2,Low,42,HR,Education,EMP2649,2,No,45,Daily,26
2,Medium,38,Software Engineer,Healthcare,EMP2650,1,Yes,50,Weekly,16
1,Low,59,Sales,Finance,EMP2651,1,No,54,None,28
1,Low,28,Designer,Finance,EMP2652,4,Yes,54,Daily,24
4,Low,34,Sales,IT,EMP2653,2,Yes,25,None,30
2,High,29,Sales,Consulting,EMP2654,1,Yes,54,None,11
1,High,48,Marketing,Retail,EMP2655,3,No,29,None,2
4,Low,51,Designer,IT,EMP2656,2,No,37,Daily,1
2,Medium,37,Software Engineer,IT,EMP2657,1,No,56,Daily,1
2,Low,32,HR,IT,EMP2658,3,Yes,33,Daily,6
10,Low,40,Data Scientist,Manufacturing,EMP2659,3,Yes,22,Weekly,14
5,Low,25,Marketing,Consulting,EMP2660,3,No,53,Daily,18
7,Low,34,Designer,Retail,EMP2661,3,No,53,None,4
3,Medium,55,Marketing,Consulting,EMP2662,4,No,43,None,18
5,High,22,Project Manager,IT,EMP2663,2,No,53,Weekly,14
10,Medium,57,Project Manager,Retail,EMP2664,1,No,34,Weekly,21
2,High,60,Project Manager,Education,EMP2665,4,Yes,40,Weekly,6
4,Low,40,Designer,Healthcare,EMP2666,5,No,33,None,5
3,High,60,Designer,Finance,EMP2667,2,Yes,58,None,32
8,High,31,Designer,IT,EMP2668,5,Yes,35,Weekly,22
5,Medium,55,Designer,Healthcare,EMP2669,1,Yes,27,Daily,25
5,High,40,Data Scientist,IT,EMP2670,4,Yes,46,Weekly,30
2,Low,53,Sales,IT,EMP2671,4,Yes,42,None,16
9,Medium,34,HR,Manufacturing,EMP2672,5,No,36,None,21
5,Low,23,Project Manager,Education,EMP2673,3,Yes,53,Daily,35
2,Medium,54,Data Scientist,Finance,EMP2674,2,No,25,Daily,28
8,High,29,Sales,IT,EMP2675,3,No,32,Daily,1
3,Low,40,Marketing,Consulting,EMP2676,2,No,59,None,29
4,Medium,22,Sales,Retail,EMP2677,4,No,26,Weekly,13
1,High,22,Marketing,Retail,EMP2678,4,No,40,None,13
2,Low,48,Software Engineer,Education,EMP2679,1,No,38,Weekly,6
3,Low,22,Data Scientist,IT,EMP2680,4,Yes,23,Daily,27
2,Low,28,Sales,IT,EMP2681,1,Yes,49,Daily,7
5,High,43,Marketing,Retail,EMP2682,4,Yes,26,Weekly,8
4,Medium,49,Data Scientist,IT,EMP2683,5,Yes,46,None,1
1,Medium,20,Software Engineer,Consulting,EMP2684,3,Yes,51,Weekly,4
5,Medium,24,Designer,Education,EMP2685,5,Yes,58,Weekly,33
1,Medium,24,HR,Healthcare,EMP2686,5,No,49,Weekly,33
3,Medium,47,Software Engineer,Consulting,EMP2687,5,Yes,51,Weekly,5
5,Medium,30,Project Manager,Finance,EMP2688,3,No,43,None,1
1,High,50,Sales,IT,EMP2689,5,Yes,38,Weekly,15
5,High,34,Marketing,Retail,EMP2690,2,Yes,58,Daily,6
4,Medium,55,Data Scientist,Finance,EMP2691,4,Yes,43,Weekly,29
5,Medium,55,Sales,Education,EMP2692,2,Yes,52,None,12
4,Medium,45,Software Engineer,Retail,EMP2693,1,No,35,None,16
3,Medium,20,Project Manager,IT,EMP2694,2,No,52,Weekly,19
2,Low,59,HR,IT,EMP2695,4,Yes,23,Daily,34
3,Medium,32,HR,IT,EMP2696,3,No,36,Weekly,27
3,High,25,Sales,Manufacturing,EMP2697,4,Yes,31,Weekly,15
1,Low,30,Sales,Finance,EMP2698,4,Yes,43,Weekly,18
3,Low,33,HR,Manufacturing,EMP2699,5,No,54,Daily,11
1,Low,58,Marketing,Consulting,EMP2700,3,Yes,53,Daily,18
3,Medium,55,Software Engineer,IT,EMP2701,4,Yes,30,Weekly,16
0,High,58,Designer,Retail,EMP2702,3,Yes,51,Daily,29
1,Low,34,Marketing,Healthcare,EMP2703,4,No,58,None,25
3,Low,36,Software Engineer,IT,EMP2704,1,Yes,51,None,21
1,Medium,42,Software Engineer,Finance,EMP2705,5,No,32,Daily,8
2,Medium,22,Marketing,Retail,EMP2706,1,Yes,55,Weekly,2
3,Medium,52,HR,Education,EMP2707,4,Yes,36,None,33
1,High,53,Software Engineer,Education,EMP2708,3,Yes,31,Weekly,27
1,High,37,Data Scientist,Healthcare,EMP2709,5,Yes,27,None,27
1,Low,55,Data Scientist,Manufacturing,EMP2710,2,No,31,Weekly,29
4,High,42,Project Manager,Healthcare,EMP2711,5,No,40,Daily,12
2,Medium,55,Marketing,IT,EMP2712,3,Yes,28,Weekly,33
4,Low,42,Software Engineer,Manufacturing,EMP2713,5,Yes,58,None,24
4,Low,39,Software Engineer,Manufacturing,EMP2714,2,No,53,None,6
2,High,54,Designer,Consulting,EMP2715,3,No,34,Weekly,21
9,High,28,Data Scientist,Education,EMP2716,1,No,47,Daily,15
5,Low,44,Project Manager,IT,EMP2717,2,No,41,None,27
4,Low,36,Data Scientist,Finance,EMP2718,1,No,48,Weekly,20
5,Low,20,HR,Manufacturing,EMP2719,1,Yes,22,None,30
2,High,42,Sales,Manufacturing,EMP2720,2,Yes,30,None,34
3,Medium,24,Marketing,IT,EMP2721,2,No,42,Daily,24
1,Low,48,HR,Education,EMP2722,2,Yes,34,None,2
4,Low,30,Project Manager,IT,EMP2723,1,No,34,Weekly,10
3,Low,27,HR,Manufacturing,EMP2724,2,No,41,None,24
10,Low,24,Sales,Consulting,EMP2725,4,Yes,41,None,11
9,Low,42,Designer,Healthcare,EMP2726,2,Yes,27,Daily,17
4,High,53,Designer,IT,EMP2727,2,Yes,27,Daily,24
4,Medium,34,Sales,Retail,EMP2728,5,Yes,22,Weekly,9
1,Low,42,HR,Retail,EMP2729,2,Yes,27,Weekly,4
3,Medium,25,Data Scientist,Manufacturing,EMP2730,1,Yes,25,Weekly,3
1,Low,30,Software Engineer,Consulting,EMP2731,2,No,46,Weekly,6
5,Medium,27,Project Manager,Finance,EMP2732,3,Yes,30,Weekly,16
3,Low,27,Project Manager,Retail,EMP2733,3,Yes,38,Daily,26
2,Medium,56,Project Manager,Manufacturing,EMP2734,1,No,41,None,3
10,High,30,Marketing,Retail,EMP2735,5,Yes,46,None,20
2,Medium,40,Project Manager,Healthcare,EMP2736,4,Yes,58,Weekly,31
5,Low,57,Sales,Retail,EMP2737,2,Yes,57,Daily,17
5,Low,46,HR,Retail,EMP2738,1,No,35,Weekly,28
2,High,38,Data Scientist,Consulting,EMP2739,4,Yes,30,Weekly,21
4,Low,47,Sales,Healthcare,EMP2740,5,No,42,Daily,3
1,High,22,Marketing,Finance,EMP2741,2,No,57,Weekly,13
4,Low,34,Project Manager,Manufacturing,EMP2742,3,Yes,40,Daily,4
5,Low,46,Data Scientist,Finance,EMP2743,2,No,33,None,35
1,Medium,28,Data Scientist,Healthcare,EMP2744,2,No,31,None,19
4,Low,35,Software Engineer,Manufacturing,EMP2745,5,Yes,54,Daily,27
1,Medium,23,Designer,Retail,EMP2746,1,Yes,25,Daily,35
3,High,36,Marketing,IT,EMP2747,3,No,46,Daily,32
3,Low,45,Marketing,Retail,EMP2748,1,Yes,44,Daily,30
5,High,39,Project Manager,Retail,EMP2749,2,No,25,Weekly,17
3,Low,55,Designer,Education,EMP2750,4,No,29,Daily,28
3,Low,26,HR,Education,EMP2751,3,Yes,43,None,4
3,Medium,51,Software Engineer,Consulting,EMP2752,1,No,30,Weekly,34
8,Low,20,Data Scientist,Finance,EMP2753,1,Yes,24,Daily,13
3,Medium,46,HR,Education,EMP2754,4,Yes,32,None,18
1,Medium,31,Designer,Consulting,EMP2755,4,No,32,Weekly,10
5,Medium,56,Sales,Consulting,EMP2756,2,Yes,52,Weekly,5
8,High,52,Project Manager,Education,EMP2757,5,Yes,28,Weekly,30
4,Medium,53,Sales,Finance,EMP2758,5,No,25,None,35
5,Low,30,Marketing,Retail,EMP2759,1,No,45,None,3
4,Medium,56,Marketing,Manufacturing,EMP2760,4,Yes,46,Daily,22
5,Low,20,Data Scientist,Finance,EMP2761,5,Yes,58,None,34
1,High,52,Software Engineer,Consulting,EMP2762,4,No,46,Daily,33
4,High,38,Sales,IT,EMP2763,1,Yes,32,Weekly,4
4,Low,36,HR,Consulting,EMP2764,1,Yes,46,None,21
9,Low,25,Designer,Education,EMP2765,4,Yes,45,Weekly,1
2,Low,46,Designer,Education,EMP2766,4,Yes,33,Weekly,30
5,Medium,42,Data Scientist,Healthcare,EMP2767,3,No,47,None,28
4,High,32,Software Engineer,Education,EMP2768,4,No,23,Weekly,26
5,Medium,34,Designer,Manufacturing,EMP2769,3,No,55,Weekly,34
5,Low,35,Marketing,Finance,EMP2770,5,No,24,Daily,5
4,Medium,27,Designer,Finance,EMP2771,4,Yes,33,None,24
2,High,43,Marketing,IT,EMP2772,3,Yes,22,Weekly,27
3,High,27,Data Scientist,Consulting,EMP2773,5,Yes,33,None,16
1,Medium,31,Sales,Education,EMP2774,5,No,48,None,13
9,High,20,Marketing,Education,EMP2775,5,Yes,35,Weekly,25
9,Medium,44,HR,Retail,EMP2776,5,No,26,Daily,24
4,Medium,59,Project Manager,Retail,EMP2777,1,No,60,Weekly,12
3,Low,53,Data Scientist,Consulting,EMP2778,5,No,23,Weekly,19
9,Low,56,Software Engineer,Healthcare,EMP2779,3,Yes,45,Daily,25
4,Medium,37,Sales,Consulting,EMP2780,2,No,46,Weekly,24
3,High,59,Designer,IT,EMP2781,5,Yes,24,None,31
1,Medium,41,Designer,Education,EMP2782,2,Yes,48,Weekly,2
3,Low,32,Sales,Retail,EMP2783,2,No,55,Daily,31
7,Low,38,HR,Retail,EMP2784,5,No,36,None,28
2,Low,42,Sales,Healthcare,EMP2785,5,Yes,39,Daily,4
5,High,45,Software Engineer,Finance,EMP2786,5,Yes,24,None,10
4,Medium,36,Sales,Manufacturing,EMP2787,3,No,48,Daily,26
2,Low,28,Data Scientist,Retail,EMP2788,4,No,52,Weekly,17
1,Low,23,Marketing,Healthcare,EMP2789,3,No,36,Weekly,33
3,Low,40,Sales,Healthcare,EMP2790,3,Yes,57,None,17
1,Medium,40,Marketing,Retail,EMP2791,3,Yes,27,Daily,16
2,Low,24,Data Scientist,Education,EMP2792,1,No,31,None,31
6,High,21,Marketing,Education,EMP2793,4,No,49,Weekly,34
2,High,34,Sales,Finance,EMP2794,5,Yes,60,Weekly,2
4,Medium,41,Software Engineer,Healthcare,EMP2795,2,No,52,Daily,4
5,Medium,23,Data Scientist,Healthcare,EMP2796,2,Yes,27,None,35
3,High,47,Marketing,Healthcare,EMP2797,3,No,55,Weekly,20
1,Low,45,Designer,IT,EMP2798,1,Yes,33,Daily,28
5,Medium,44,Project Manager,Finance,EMP2799,5,No,49,Daily,6
2,Low,50,HR,Healthcare,EMP2800,4,No,32,Daily,9
1,Low,36,HR,Consulting,EMP2801,1,No,23,Daily,32
3,Medium,32,Sales,Healthcare,EMP2802,1,Yes,35,Weekly,10
3,Medium,38,HR,Healthcare,EMP2803,1,No,53,Weekly,19
7,Low,24,Marketing,Manufacturing,EMP2804,5,No,37,Daily,27
9,High,26,Sales,Consulting,EMP2805,1,Yes,50,Daily,23
8,High,48,Sales,Healthcare,EMP2806,4,Yes,50,None,13
2,Low,56,HR,Healthcare,EMP2807,5,No,50,None,18
5,Low,38,Project Manager,Consulting,EMP2808,3,Yes,54,None,27
3,Medium,47,HR,Finance,EMP2809,2,No,47,Daily,26
1,Low,51,Sales,Healthcare,EMP2810,2,Yes,30,Weekly,29
9,Low,39,Software Engineer,Manufacturing,EMP2811,3,No,22,Daily,14
5,Medium,52,Data Scientist,Manufacturing,EMP2812,3,No,31,Weekly,22
8,High,46,Designer,Retail,EMP2813,2,Yes,33,None,33
5,Medium,20,Marketing,IT,EMP2814,2,Yes,22,None,30
3,Low,23,Project Manager,Finance,EMP2815,1,Yes,38,Weekly,22
4,High,39,HR,Consulting,EMP2816,1,No,38,None,21
4,Medium,29,HR,Retail,EMP2817,2,Yes,36,Weekly,19
3,High,49,Project Manager,Healthcare,EMP2818,1,Yes,47,Weekly,7
5,High,27,Data Scientist,IT,EMP2819,4,Yes,37,None,26
2,Medium,27,Project Manager,Consulting,EMP2820,2,No,38,Daily,16
1,High,26,Project Manager,Healthcare,EMP2821,4,No,39,Daily,3
2,Low,39,Project Manager,Consulting,EMP2822,4,Yes,29,None,11
4,High,55,Data Scientist,Manufacturing,EMP2823,1,Yes,38,None,26
2,Medium,59,Data Scientist,Healthcare,EMP2824,3,Yes,40,Weekly,3
3,Medium,49,Designer,Consulting,EMP2825,5,Yes,31,None,24
6,High,38,Sales,Education,EMP2826,3,Yes,33,Weekly,11
3,Medium,26,Sales,Manufacturing,EMP2827,4,No,50,Daily,16
2,Low,31,Sales,Consulting,EMP2828,1,Yes,59,None,3
8,Medium,26,Designer,Education,EMP2829,2,Yes,42,Weekly,21
7,High,32,Sales,Manufacturing,EMP2830,1,No,29,None,1
5,Medium,33,Data Scientist,Consulting,EMP2831,1,No,26,Daily,7
5,Medium,44,Sales,Consulting,EMP2832,1,Yes,47,Weekly,34
4,Low,37,Data Scientist,Manufacturing,EMP2833,4,Yes,40,None,12
2,High,20,HR,Education,EMP2834,4,No,57,None,12
6,Medium,34,HR,IT,EMP2835,3,Yes,56,None,9
2,Medium,35,Data Scientist,IT,EMP2836,4,No,28,None,19
4,Low,55,HR,Healthcare,EMP2837,5,No,52,Daily,33
3,Low,22,Project Manager,Healthcare,EMP2838,4,Yes,40,Weekly,9
3,Medium,41,Project Manager,Healthcare,EMP2839,4,Yes,46,Daily,26
1,Medium,41,Software Engineer,Consulting,EMP2840,5,Yes,53,None,6
3,Low,48,Software Engineer,Finance,EMP2841,1,Yes,39,Daily,13
1,Low,56,Software Engineer,Education,EMP2842,2,Yes,51,Weekly,4
2,Low,45,Project Manager,Healthcare,EMP2843,1,Yes,48,Weekly,33
1,Medium,53,Sales,Finance,EMP2844,3,Yes,47,None,30
2,Medium,28,HR,IT,EMP2845,1,No,25,Weekly,3
5,Low,32,Project Manager,Consulting,EMP2846,2,Yes,34,Daily,21
5,Medium,55,Marketing,Education,EMP2847,3,Yes,32,Weekly,24
5,Low,48,Sales,IT,EMP2848,5,No,22,None,24
1,Low,57,Project Manager,Finance,EMP2849,4,No,47,None,30
1,High,37,Designer,Retail,EMP2850,3,No,52,Weekly,17
1,Medium,56,Marketing,Retail,EMP2851,3,No,55,None,30
5,High,23,Project Manager,Healthcare,EMP2852,2,Yes,60,Daily,21
2,Medium,49,Designer,IT,EMP2853,1,Yes,52,Weekly,29
4,High,25,Marketing,Finance,EMP2854,1,Yes,33,None,29
2,Low,33,Designer,Retail,EMP2855,1,No,30,None,1
2,High,31,Marketing,Healthcare,EMP2856,2,Yes,50,None,1
3,High,54,Marketing,Education,EMP2857,5,Yes,28,Daily,12
1,Medium,57,Data Scientist,IT,EMP2858,5,No,32,None,7
5,High,42,Software Engineer,Finance,EMP2859,3,Yes,31,Daily,28
5,Medium,49,Software Engineer,IT,EMP2860,1,Yes,60,None,27
5,Low,33,Sales,Manufacturing,EMP2861,3,No,23,None,11
7,Low,47,Project Manager,Manufacturing,EMP2862,1,Yes,24,Daily,11
1,Low,56,Software Engineer,Consulting,EMP2863,3,Yes,44,Weekly,34
4,High,25,Sales,Finance,EMP2864,2,Yes,49,Weekly,32
1,High,36,Project Manager,Education,EMP2865,5,No,28,Daily,16
9,Low,26,Marketing,Consulting,EMP2866,4,Yes,22,Daily,3
5,High,56,Software Engineer,Manufacturing,EMP2867,1,Yes,48,None,16
8,Low,54,HR,IT,EMP2868,3,No,56,Weekly,11
10,Low,46,Sales,Consulting,EMP2869,5,Yes,54,None,8
3,Medium,36,Data Scientist,Consulting,EMP2870,1,Yes,49,Weekly,3
2,Medium,45,Marketing,Retail,EMP2871,2,Yes,27,None,26
1,Low,36,Designer,Finance,EMP2872,1,Yes,31,None,6
3,Low,46,Data Scientist,Retail,EMP2873,2,No,26,None,20
4,High,47,Sales,Finance,EMP2874,4,No,33,None,17
1,High,41,Software Engineer,Retail,EMP2875,1,Yes,30,Daily,13
4,High,38,Data Scientist,Education,EMP2876,5,No,39,None,18
1,Medium,60,Data Scientist,Consulting,EMP2877,3,No,42,None,17
4,Medium,48,Project Manager,Healthcare,EMP2878,2,Yes,27,Daily,5
3,Medium,24,Designer,Education,EMP2879,1,No,24,None,33
4,Medium,57,Data Scientist,Manufacturing,EMP2880,5,No,42,None,14
4,Medium,30,Designer,IT,EMP2881,5,No,46,None,24
2,High,42,Data Scientist,Retail,EMP2882,4,Yes,57,None,11
9,High,51,Data Scientist,Retail,EMP2883,2,Yes,50,None,23
4,High,28,Designer,Healthcare,EMP2884,5,No,31,Weekly,15
1,Low,60,Software Engineer,Healthcare,EMP2885,2,Yes,56,Daily,15
2,Medium,35,Project Manager,Finance,EMP2886,3,No,31,Weekly,15
9,Low,59,Software Engineer,Healthcare,EMP2887,5,Yes,27,None,15
3,Medium,58,Project Manager,Manufacturing,EMP2888,1,No,51,Weekly,25
5,Low,22,HR,Retail,EMP2889,4,No,50,Weekly,28
5,High,45,Sales,Consulting,EMP2890,4,Yes,47,Daily,10
3,High,27,HR,Consulting,EMP2891,2,Yes,28,Weekly,6
3,High,35,Designer,Consulting,EMP2892,5,No,25,None,20
3,Medium,41,Software Engineer,Healthcare,EMP2893,3,Yes,35,Daily,12
1,Medium,31,Project Manager,Consulting,EMP2894,3,No,26,None,15
5,Medium,22,HR,Retail,EMP2895,3,No,31,Weekly,6
2,Medium,24,Marketing,Finance,EMP2896,4,No,56,None,21
2,Low,24,Data Scientist,Education,EMP2897,5,No,45,Weekly,9
4,Low,49,Data Scientist,Finance,EMP2898,2,Yes,41,None,30
2,Low,52,Project Manager,IT,EMP2899,1,No,30,Daily,25
2,Low,55,Project Manager,Finance,EMP2900,5,No,23,None,35
2,High,22,HR,Consulting,EMP2901,2,No,34,None,23
2,Medium,35,Data Scientist,Retail,EMP2902,2,Yes,25,Daily,17
9,Medium,52,Sales,IT,EMP2903,2,Yes,49,Weekly,35
5,High,45,Software Engineer,Finance,EMP2904,3,Yes,33,None,26
5,Low,30,Data Scientist,Education,EMP2905,2,No,59,Weekly,6
3,High,56,HR,Retail,EMP2906,5,No,48,Weekly,2
1,High,21,Data Scientist,Retail,EMP2907,5,Yes,54,None,7
1,High,56,Project Manager,Manufacturing,EMP2908,3,Yes,54,None,29
3,Medium,26,Marketing,IT,EMP2909,4,No,27,Daily,4
4,Low,25,Data Scientist,Finance,EMP2910,3,Yes,51,Daily,2
4,Medium,27,Project Manager,IT,EMP2911,2,No,44,None,6
4,Medium,60,Software Engineer,Retail,EMP2912,1,Yes,28,None,24
4,Low,21,Project Manager,Manufacturing,EMP2913,5,Yes,34,Daily,28
2,Medium,25,Designer,Education,EMP2914,1,Yes,53,Daily,26
5,Low,52,Data Scientist,Retail,EMP2915,5,Yes,41,None,30
2,Medium,41,Project Manager,Finance,EMP2916,2,Yes,54,None,1
4,High,21,HR,IT,EMP2917,1,No,35,Weekly,17
5,Low,56,Project Manager,IT,EMP2918,4,No,60,None,10
3,Low,38,Data Scientist,Healthcare,EMP2919,1,Yes,54,Weekly,22
5,Low,43,Designer,Consulting,EMP2920,5,Yes,29,Weekly,23
5,High,20,Designer,Consulting,EMP2921,4,No,34,None,7
8,Medium,52,HR,Retail,EMP2922,1,No,52,None,7
5,Medium,21,Software Engineer,Retail,EMP2923,5,No,25,Weekly,5
3,Medium,56,Sales,Retail,EMP2924,3,No,58,Weekly,33
4,Medium,38,Software Engineer,Consulting,EMP2925,1,No,22,Weekly,25
1,High,39,Data Scientist,Education,EMP2926,5,Yes,48,None,22
2,Medium,47,Marketing,Manufacturing,EMP2927,4,Yes,31,None,31
2,Low,53,Project Manager,Finance,EMP2928,1,No,33,Weekly,3
4,Medium,58,Data Scientist,Retail,EMP2929,4,Yes,41,Weekly,26
2,Medium,55,Designer,Retail,EMP2930,4,No,26,None,17
1,High,54,Designer,Finance,EMP2931,4,Yes,40,Weekly,12
5,Medium,60,Software Engineer,Education,EMP2932,4,No,38,Weekly,11
1,Medium,34,Data Scientist,Retail,EMP2933,3,No,43,Weekly,32
3,Low,50,HR,IT,EMP2934,3,No,32,Weekly,28
1,Medium,60,HR,IT,EMP2935,5,No,23,Daily,27
3,Medium,20,Project Manager,Healthcare,EMP2936,5,No,29,None,6
1,Low,60,Marketing,Consulting,EMP2937,1,No,36,Daily,9
1,High,38,HR,IT,EMP2938,5,No,31,Weekly,27
5,High,53,Data Scientist,Education,EMP2939,4,Yes,56,None,29
2,Medium,58,Sales,IT,EMP2940,3,Yes,24,Weekly,23
1,Medium,49,Project Manager,Manufacturing,EMP2941,5,Yes,39,Daily,3
5,Low,30,Data Scientist,Consulting,EMP2942,5,Yes,49,None,25
3,High,42,Designer,Healthcare,EMP2943,1,No,29,Daily,30
3,Medium,34,Data Scientist,Education,EMP2944,5,No,58,None,19
2,Medium,41,Project Manager,IT,EMP2945,2,Yes,54,Daily,12
2,Medium,22,Data Scientist,Retail,EMP2946,4,No,25,None,19
5,Medium,24,Sales,Consulting,EMP2947,3,No,35,None,34
3,Low,57,Project Manager,Healthcare,EMP2948,3,Yes,37,Weekly,15
1,Medium,29,Designer,Finance,EMP2949,1,No,36,None,4
2,High,41,Marketing,Retail,EMP2950,2,No,60,None,6
5,High,27,Designer,Education,EMP2951,3,No,53,Daily,35
1,Medium,47,Software Engineer,Finance,EMP2952,2,Yes,37,Weekly,30
3,High,41,Marketing,Retail,EMP2953,1,Yes,58,Daily,5
8,Low,33,Project Manager,IT,EMP2954,1,Yes,45,None,6
4,High,35,Marketing,IT,EMP2955,5,Yes,37,None,25
2,High,60,Marketing,Consulting,EMP2956,3,No,22,Weekly,3
4,High,56,HR,IT,EMP2957,1,No,54,None,27
1,Medium,28,Project Manager,IT,EMP2958,5,No,48,Weekly,17
3,Low,22,Data Scientist,Healthcare,EMP2959,2,No,41,Weekly,16
3,Medium,24,Designer,Finance,EMP2960,5,Yes,30,Daily,8
10,Low,22,HR,Consulting,EMP2961,2,No,37,Weekly,2
2,Medium,37,Project Manager,Education,EMP2962,5,No,45,Weekly,29
3,Medium,32,Marketing,Education,EMP2963,3,No,58,Weekly,10
3,High,51,Software Engineer,IT,EMP2964,5,Yes,29,Weekly,14
2,High,60,Software Engineer,Manufacturing,EMP2965,4,No,35,Weekly,20
3,High,27,Software Engineer,Education,EMP2966,4,No,22,Weekly,15
4,Medium,44,Software Engineer,Retail,EMP2967,1,No,44,None,18
5,Medium,48,Designer,Healthcare,EMP2968,3,Yes,31,Daily,22
9,Medium,58,Project Manager,IT,EMP2969,5,No,42,None,35
3,High,27,Data Scientist,Finance,EMP2970,1,No,30,None,5
3,Medium,22,Project Manager,Retail,EMP2971,3,No,28,Daily,3
2,Medium,50,Project Manager,Healthcare,EMP2972,1,Yes,55,Daily,28
1,High,39,HR,Manufacturing,EMP2973,5,Yes,42,None,1
4,Medium,20,Project Manager,Finance,EMP2974,4,Yes,46,Daily,29
4,Low,36,Software Engineer,IT,EMP2975,3,Yes,27,Weekly,22
2,High,60,Sales,IT,EMP2976,2,Yes,58,None,22
2,High,55,Marketing,Healthcare,EMP2977,5,No,35,Weekly,25
3,Medium,41,Marketing,Education,EMP2978,5,Yes,43,Daily,2
5,Medium,38,Data Scientist,Manufacturing,EMP2979,1,No,23,None,21
8,Low,56,Data Scientist,Consulting,EMP2980,1,Yes,22,Weekly,23
5,Low,54,Software Engineer,Consulting,EMP2981,3,No,30,Weekly,35
10,High,23,Software Engineer,Manufacturing,EMP2982,2,Yes,47,Weekly,29
5,High,46,Software Engineer,Education,EMP2983,2,No,54,Weekly,5
3,High,46,Project Manager,Healthcare,EMP2984,3,Yes,47,Weekly,13
3,Medium,59,Designer,Education,EMP2985,5,Yes,52,None,16
1,Medium,42,HR,IT,EMP2986,4,Yes,32,Daily,35
4,High,55,Data Scientist,Education,EMP2987,2,Yes,33,Weekly,18
4,High,37,Sales,Healthcare,EMP2988,2,No,35,Daily,6
8,Medium,31,HR,Consulting,EMP2989,3,No,60,None,24
3,Medium,38,Project Manager,Healthcare,EMP2990,1,No,46,Daily,18
5,Low,46,Marketing,Healthcare,EMP2991,1,No,57,Daily,13
8,Medium,46,Sales,Finance,EMP2992,1,No,40,Daily,31
3,High,43,Software Engineer,IT,EMP2993,2,Yes,36,None,29
2,High,38,Sales,Finance,EMP2994,1,Yes,56,Daily,31
2,Low,47,Data Scientist,Finance,EMP2995,1,No,33,None,1
9,High,27,Marketing,Education,EMP2996,5,No,51,None,22
1,Medium,49,Data Scientist,Manufacturing,EMP2997,5,No,40,Daily,15
3,High,33,Designer,Finance,EMP2998,4,Yes,28,Daily,10
1,High,42,Designer,Consulting,EMP2999,5,No,26,Weekly,25
8,Medium,59,Data Scientist,Retail,EMP3000,4,Yes,39,Daily,20
3,High,28,Designer,Finance,EMP3001,5,Yes,23,Daily,26
1,Medium,49,HR,Healthcare,EMP3002,3,No,30,None,11
2,Low,28,Designer,Finance,EMP3003,1,No,41,Daily,18
6,Low,56,HR,Manufacturing,EMP3004,2,Yes,47,None,15
2,Medium,35,Data Scientist,Retail,EMP3005,1,No,44,Daily,25
0,Low,42,Designer,Consulting,EMP3006,4,No,48,Daily,18
5,Medium,34,HR,Education,EMP3007,5,Yes,35,Daily,12
5,High,22,Sales,Finance,EMP3008,5,No,37,Daily,33
2,Medium,38,HR,Manufacturing,EMP3009,1,Yes,37,Daily,16
1,Medium,47,Designer,Manufacturing,EMP3010,5,Yes,49,None,31
3,High,42,Data Scientist,Finance,EMP3011,3,Yes,52,Daily,31
2,Low,39,HR,Healthcare,EMP3012,4,No,22,None,28
2,High,41,HR,Healthcare,EMP3013,4,No,34,None,13
1,Low,29,Sales,Manufacturing,EMP3014,3,No,44,Daily,17
5,Medium,51,Marketing,Healthcare,EMP3015,5,Yes,26,None,9
5,Medium,53,Data Scientist,Retail,EMP3016,4,No,39,Daily,21
2,Low,27,Marketing,Education,EMP3017,5,No,50,None,5
1,Low,46,HR,Education,EMP3018,5,No,53,None,4
2,Medium,48,Designer,Finance,EMP3019,3,No,40,None,28
8,Low,36,HR,Education,EMP3020,1,Yes,52,Weekly,5
7,Medium,21,Data Scientist,Consulting,EMP3021,1,No,24,None,1
2,Medium,59,Sales,Manufacturing,EMP3022,1,No,50,Daily,31
5,Medium,25,Project Manager,Finance,EMP3023,2,No,33,Daily,26
1,Medium,23,Designer,Education,EMP3024,2,Yes,32,Weekly,28
4,Low,59,Sales,Education,EMP3025,3,No,40,None,16
8,Low,49,Project Manager,Retail,EMP3026,2,No,39,Daily,6
3,High,37,Project Manager,Healthcare,EMP3027,2,Yes,59,Weekly,9
5,Low,54,Designer,Manufacturing,EMP3028,5,Yes,53,Daily,33
3,High,27,Data Scientist,Finance,EMP3029,5,No,34,Daily,5
3,High,51,Data Scientist,Education,EMP3030,4,Yes,58,Weekly,21
9,Low,46,Marketing,Manufacturing,EMP3031,2,Yes,40,Daily,18
