Work_Life_Balance_Rating,Industry,Gender,Hours_Worked_Per_Week,Company_Support_for_Remote_Work,Satisfaction_with_Remote_Work,Social_Isolation_Rating,Age
5,Retail,Male,53,3,Satisfied,2,56
5,Manufacturing,Prefer not to say,41,1,Unsatisfied,5,80
4,Finan.,Non-binary,48,1,Neutral,5,40
3,Healthcare,Non-binary,20,3,Satisfied,1,30
3,Educ.,Prefer not to say,44,1,Neutral,4,36
5,IT,Female,33,2,Unsatisfied,5,33
5,Healthcare,Male,41,8,Satisfied,3,55
5,Manufacturing,Prefer not to say,30,9,Neutral,2,89
3,Finance,Female,21,1,Neutral,5,25
3,Manufacturing,Male,22,9,Unsatisfied,4,27
1,Consulting,Male,32,4,Unsatisfied,3,54
5,IT,Prefer not to say,59,7,Neutral,1,35
2,Finance,Non-binary,22,4,Neutral,4,43
5,Manufacturing,Non-binary,50,5,Neutral,1,52
1,Finance,Prefer not to say,49,2,Unsatisfied,3,34
4,Healthcare,Female,24,1,Unsatisfied,3,33
3,Retail,Prefer not to say,49,4,Unsatisfied,5,92
4,Healthcare,Prefer not to say,33,1,Neutral,2,49
2,IT,Non-binary,27,4,Satisfied,3,55
2,Retail,Female,29,3,Satisfied,5,32
4,Education,Non-binary,30,1,Neutral,5,56
3,education department,Female,80,1,Satisfied,2,22
5,Retail,Male,98,2,Neutral,2,42
1,Manufacturing,Non-binary,25,3,Unsatisfied,5,23
5,Education,Male,31,9,Satisfied,5,23
2,Retail,Non-binary,57,3,Satisfied,4,40
2,Healthcare,Prefer not to say,27,1,Unsatisfied,10,54
1,Education,Female,25,4,Neutral,4,49
2,Retail,Non-binary,47,3,Neutral,4,58
5,Education,Prefer not to say,22,1,Unsatisfied,2,60
2,Education,Male,39,4,Unsatisfied,3,25
2,Consulting,Male,47,2,Neutral,3,53
2,Education,Male,50,5,Satisfied,2,80
2,Retail,Non-binary,20,1,Satisfied,3,34
5,Manufacturing,Male,42,2,Satisfied,9,39
5,Manufacturing,Non-binary,27,5,Unsatisfied,3,24
3,Consulting,Non-binary,45,5,Neutral,3,27
2,Manufactu.,Female,28,4,Satisfied,4,23
1,Finance,Prefer not to say,47,4,Unsatisfied,1,37
4,IT,Female,39,4,Satisfied,2,23
1,IT,Non-binary,37,5,Satisfied,4,36
1,Finance,Female,34,1,Neutral,3,27
3,Education,Female,47,4,Neutral,8,39
4,Retail,Female,24,1,Neutral,5,51
2,Consulting,Male,27,4,Neutral,5,47
4,Consulting,Prefer not to say,23,1,Satisfied,5,30
2,IT,Male,52,9,Neutral,3,47
3,Healthcare,Non-binary,31,1,Neutral,3,48
3,IT,Male,39,4,Neutral,3,42
1,Healthcare,Prefer not to say,54,5,Satisfied,2,51
1,Finance,Prefer not to say,46,2,Satisfied,3,35
5,Retail,Male,59,4,Unsatisfied,1,33
4,Consulting,Male,32,5,Unsatisfied,9,54
4,IT,Non-binary,26,4,Satisfied,8,45
1,Retail,Prefer not to say,37,3,Unsatisfied,4,46
4,Manufacturing,Non-binary,59,5,Neutral,8,59
1,Manufacturing,Prefer not to say,38,4,Neutral,3,50
3,Manufacturing,Male,59,9,Satisfied,1,56
5,IT,Prefer not to say,37,4,Unsatisfied,7,26
2,Healthcare,Prefer not to say,26,3,Unsatisfied,5,59
5,Manufacturing,Male,41,4,Unsatisfied,1,26
1,Consulting,Female,56,2,Satisfied,4,47
2,KW_Consulting,Female,48,5,Neutral,4,42
5,Finance,Prefer not to say,49,7,Satisfied,3,52
2,Healthcare,Non-binary,47,3,Unsatisfied,3,59
4,Retail,Non-binary,54,2,Neutral,3,56
1,Manufacturing,Male,33,2,Satisfied,2,29
2,Finance,Female,59,8,Neutral,4,54
1,Retail,Male,21,3,Satisfied,5,48
3,E.,Prefer not to say,80,5,Satisfied,2,49
3,Retail,Prefer not to say,33,2,Satisfied,2,47
5,Consulting,Prefer not to say,22,1,Satisfied,2,47
3,Finance,Female,21,3,Satisfied,1,60
3,Finance,Female,29,1,Neutral,1,46
2,Healthcare,Non-binary,23,2,Unsatisfied,2,30
4,IT,Non-binary,36,4,Neutral,1,58
4,IT,Male,29,3,Neutral,7,57
3,Finance,Prefer not to say,37,1,Neutral,2,48
5,Consulting,Prefer not to say,20,5,Satisfied,3,47
2,Education,Non-binary,55,3,Unsatisfied,5,25
3,Healthcare,Prefer not to say,29,5,Satisfied,4,45
4,Education,Male,51,3,Unsatisfied,2,97
2,Retail,Female,90,5,Unsatisfied,2,50
2,Education,Female,49,2,Satisfied,1,59
2,Education,Male,21,5,Unsatisfied,8,35
2,IT,Female,40,1,Unsatisfied,1,44
1,IT,Prefer not to say,53,4,Unsatisfied,2,41
5,Healthcare,Female,30,1,Unsatisfied,8,46
5,Manufacturing,Male,54,2,Neutral,1,27
5,Retail,Male,47,3,Satisfied,1,27
2,Manufacturing,Prefer not to say,39,1,Neutral,4,33
5,Consulting,Female,20,4,Satisfied,1,96
3,Finance,Prefer not to say,30,9,Neutral,10,24
1,IT,Male,48,3,Unsatisfied,3,31
4,Retail,Prefer not to say,29,4,Unsatisfied,5,39
4,Healthcare,Male,54,8,Satisfied,2,42
1,Education,Male,41,4,Neutral,3,46
5,Consulting,Non-binary,47,1,Neutral,4,48
2,Consulting,Male,50,3,Neutral,3,58
2,Healthcare,Female,44,5,Unsatisfied,4,44
5,Consulting,Male,30,2,Satisfied,1,53
5,Finance,Non-binary,30,4,Satisfied,4,47
1,Manufacturing,Male,40,5,Neutral,3,25
3,Healthcare,Female,47,5,Satisfied,5,32
4,Consulting,Male,34,5,Neutral,4,23
3,Edu.,Non-binary,52,5,Unsatisfied,3,27
3,Retail,Non-binary,25,2,Unsatisfied,2,45
1,Consulting,Female,49,3,Satisfied,2,58
2,Finance,Male,59,4,Satisfied,2,90
1,Retail,Male,81,5,Satisfied,5,25
2,Finance,Female,38,4,Neutral,4,59
1,Finance,Prefer not to say,31,2,Neutral,1,43
5,IT,Female,48,3,Neutral,1,56
1,Finance,Prefer not to say,50,1,Neutral,1,50
2,Healthcare,Non-binary,50,3,Neutral,4,97
1,Consulting,Prefer not to say,46,5,Neutral,2,47
5,Consulting,Female,59,3,Neutral,1,53
5,Healthcare,Female,55,1,Unsatisfied,5,47
1,Consulting,Non-binary,38,3,Neutral,4,45
4,Retail,Non-binary,36,1,Satisfied,5,24
4,Retail,Prefer not to say,77,9,Neutral,2,44
5,Finance,Male,31,9,Neutral,3,55
5,Education,Non-binary,44,5,Neutral,2,25
5,Manufacturing,Non-binary,22,1,Satisfied,9,30
4,Education,Female,32,7,Neutral,4,35
3,Consulting,Male,33,2,Satisfied,3,50
5,Healthcare,Female,44,4,Satisfied,1,27
5,Manufacturing,Male,57,5,Unsatisfied,3,34
3,Retail,Prefer not to say,79,2,Neutral,5,30
3,education department,Female,45,3,Unsatisfied,2,42
1,Education,Prefer not to say,96,1,Satisfied,4,52
4,Education,Non-binary,42,2,Neutral,2,82
3,Healthcare,Female,38,2,Unsatisfied,1,50
3,Finance,Non-binary,59,2,Satisfied,1,54
4,Finance,Female,28,1,Satisfied,4,54
4,IT,Prefer not to say,34,4,Neutral,2,25
3,Consulting,Female,29,2,Neutral,1,54
3,Retail,Non-binary,48,1,Unsatisfied,9,88
1,IT,Female,93,8,Satisfied,2,37
2,IT,Non-binary,75,2,Satisfied,1,56
5,1T,Non-binary,32,2,Unsatisfied,3,33
4,Manufacturing,Female,40,5,Satisfied,7,22
3,Consulting,Female,25,5,Neutral,3,87
4,Retail,Female,34,1,Satisfied,3,53
3,Consulting,Female,55,3,Unsatisfied,4,43
1,IT,Female,22,8,Satisfied,2,53
3,Retail,Male,57,3,Neutral,1,34
2,Education,Prefer not to say,60,2,Neutral,4,40
5,Healthcare,Male,40,4,Neutral,5,33
5,Finance,Male,60,3,Unsatisfied,2,58
4,1T,Non-binary,31,3,Satisfied,10,35
5,Healthcare,Prefer not to say,55,5,Neutral,1,27
4,IT,Female,40,5,Satisfied,10,46
3,FiI_IT,Prefer not to say,53,2,Neutral,4,42
4,Manufacturing,Male,34,8,Satisfied,5,36
3,Education,Female,98,5,Satisfied,10,53
1,Finance,Female,54,2,Satisfied,2,25
2,IT,Prefer not to say,29,4,Unsatisfied,3,32
5,Consulting,Non-binary,40,5,Satisfied,2,59
3,Re.,Male,22,4,Satisfied,8,26
3,Retail,Non-binary,22,1,Unsatisfied,4,40
4,Educ.,Female,92,4,Unsatisfied,1,90
1,IT,Non-binary,22,3,Satisfied,4,23
3,IT,Prefer not to say,28,4,Neutral,1,85
1,Retail,Male,99,9,Satisfied,4,26
5,IT,Non-binary,49,4,Satisfied,5,46
2,Consulting,Male,20,1,Satisfied,3,51
5,Education,Female,24,5,Unsatisfied,5,84
1,Healthcare,Non-binary,24,7,Neutral,5,85
3,Consulting,Non-binary,47,7,Unsatisfied,5,51
2,Finance,Prefer not to say,30,5,Unsatisfied,3,43
4,IT,Female,82,1,Satisfied,5,84
4,R.,Non-binary,34,5,Unsatisfied,2,58
2,Finance,Female,55,4,Neutral,4,43
5,Education,Male,55,5,Neutral,2,52
3,Retail,Female,45,2,Unsatisfied,1,35
2,IT,Male,88,9,Satisfied,2,52
3,IT,Male,59,1,Satisfied,4,23
5,IT,Prefer not to say,32,3,Unsatisfied,3,36
5,Manufa.,Female,25,3,Unsatisfied,4,76
2,Fina.,Male,30,1,Unsatisfied,4,43
3,Manufacturing,Male,33,9,Unsatisfied,5,54
5,Consulting,Female,58,4,Satisfied,3,53
4,j_IT,Non-binary,55,8,Satisfied,9,30
5,Retail,Prefer not to say,58,3,Neutral,3,51
4,Healthcare,Male,93,1,Unsatisfied,8,58
4,N_IT,Male,36,3,Satisfied,1,51
3,Finance,Non-binary,42,5,Satisfied,5,32
4,Retail,Non-binary,22,2,Satisfied,1,55
4,Education,Prefer not to say,52,5,Unsatisfied,4,36
5,JM0_Education,Non-binary,53,1,Unsatisfied,3,31
3,Healthcare,Prefer not to say,37,1,Unsatisfied,8,27
2,Manufacturing,Prefer not to say,55,1,Satisfied,2,81
1,Healthcare,Female,42,4,Neutral,5,40
3,IT,Prefer not to say,55,2,Unsatisfied,3,28
5,G_Manufacturing,Non-binary,90,4,Unsatisfied,5,84
4,Manufacturing,Non-binary,39,3,Unsatisfied,8,53
2,Consulting,Female,54,5,Neutral,3,34
4,Education,Prefer not to say,28,1,Satisfied,1,47
4,IT,Non-binary,44,5,Neutral,9,41
2,Finance,Female,36,10,Neutral,1,48
4,Manufacturing,Prefer not to say,20,5,Satisfied,1,22
2,dI_Manufacturing,Female,87,2,Satisfied,2,95
1,IT,Prefer not to say,24,5,Neutral,2,42
3,Education,Female,48,5,Satisfied,2,34
4,IT,Prefer not to say,30,8,Satisfied,1,34
1,Manufacturing,Male,27,3,Satisfied,2,41
2,Consulting,Female,24,3,Neutral,4,41
5,Healthcare,Prefer not to say,42,2,Unsatisfied,2,27
4,IT,Non-binary,53,3,Unsatisfied,2,27
4,Retail,Male,34,4,Neutral,5,22
1,Retail,Male,42,1,Unsatisfied,2,27
1,Manufacturing,Non-binary,25,3,Neutral,1,25
5,0q_Consulting,Prefer not to say,30,4,Satisfied,2,46
2,Finance,Non-binary,27,5,Neutral,3,30
1,Ret.,Non-binary,27,3,Unsatisfied,3,38
2,Manufacturing,Prefer not to say,93,2,Unsatisfied,1,41
3,Retail,Male,30,4,Neutral,5,46
4,Healthcare,Prefer not to say,40,2,Unsatisfied,4,58
3,Retail,Prefer not to say,57,5,Neutral,2,57
1,Retail,Non-binary,46,5,Neutral,1,83
5,Consulting,Male,38,2,Neutral,4,30
1,Healthcare,Male,83,4,Neutral,5,42
3,6_Finance,Male,22,1,Neutral,2,89
4,Manufacturing,Non-binary,34,4,Neutral,3,40
5,Finance,Male,46,10,Unsatisfied,2,91
3,Healthcare,Prefer not to say,28,1,Satisfied,10,85
5,Manufacturing,Non-binary,35,4,Unsatisfied,5,54
3,Retail,Female,23,1,Satisfied,1,25
4,IT,Female,36,9,Satisfied,3,88
5,Retail,Prefer not to say,45,3,Unsatisfied,1,44
1,Retail,Prefer not to say,39,2,Neutral,8,25
1,Education,Non-binary,55,2,Neutral,7,29
4,Education,Female,26,4,Neutral,3,43
1,Consulting,Male,94,3,Satisfied,1,30
5,Finance,Non-binary,20,2,Satisfied,1,24
5,Education,Non-binary,46,1,Neutral,4,32
1,Consulting,Female,31,1,Satisfied,4,32
1,Consulting,Female,56,5,Neutral,10,52
3,education department,Prefer not to say,52,1,Neutral,5,28
2,Finance,Female,53,4,Satisfied,5,25
5,Retail,Female,30,5,Satisfied,1,45
5,Manufacturing,Female,56,4,Unsatisfied,4,46
3,d_Finance,Prefer not to say,20,5,Unsatisfied,5,58
4,Consulting,Prefer not to say,52,1,Unsatisfied,4,46
5,IT,Non-binary,38,2,Unsatisfied,10,79
2,Consulting,Non-binary,96,9,Unsatisfied,1,84
4,Education,Male,25,2,Unsatisfied,4,45
4,Bqis_Education,Non-binary,46,4,Neutral,4,33
5,Healthcare,Male,42,5,Unsatisfied,3,83
5,Education,Non-binary,32,4,Satisfied,4,80
1,manufacture,Female,34,2,Satisfied,3,78
5,Finance,Female,35,9,Neutral,5,24
3,Finance,Female,27,4,Neutral,4,33
5,IT,Male,43,2,Unsatisfied,3,22
3,Consulting,Prefer not to say,27,3,Neutral,5,33
4,Education,Non-binary,31,1,Neutral,5,48
3,Education,Female,20,9,Neutral,5,35
2,Retail,Prefer not to say,44,3,Satisfied,5,26
3,Retail,Prefer not to say,59,4,Unsatisfied,1,60
3,Consulting,Male,98,8,Satisfied,5,23
4,Healthcare,Non-binary,56,1,Neutral,3,45
1,Consulting,Male,37,4,Unsatisfied,2,46
1,IT,Female,59,1,Satisfied,5,24
1,Education,Non-binary,41,1,Unsatisfied,2,48
4,Reta.,Female,32,10,Neutral,2,55
5,Retail,Prefer not to say,38,5,Unsatisfied,5,36
5,Healthcare,Prefer not to say,42,2,Unsatisfied,5,39
1,Finance,Female,45,4,Unsatisfied,8,24
3,Manufacturing,Male,36,4,Unsatisfied,3,48
3,Retail,Female,28,5,Satisfied,4,52
1,Healthcare,Non-binary,23,1,Unsatisfied,3,36
5,Healthcare,Female,82,3,Unsatisfied,3,57
1,Retail,Male,40,1,Satisfied,3,27
3,Education,Non-binary,24,4,Satisfied,8,31
3,Education,Male,21,5,Neutral,4,49
2,Finance,Prefer not to say,34,2,Satisfied,5,60
4,Healthcare,Male,41,4,Neutral,2,52
5,Healthcare,Female,81,5,Unsatisfied,2,27
5,Healthcare,Male,47,3,Unsatisfied,3,55
2,IT,Non-binary,97,1,Unsatisfied,1,33
2,Finance,Prefer not to say,44,5,Unsatisfied,5,49
3,Healthcare,Non-binary,50,2,Satisfied,4,32
2,Consulting,Non-binary,78,8,Unsatisfied,1,23
1,Healthcare,Male,32,3,Neutral,1,35
5,Healthcare,Non-binary,75,3,Unsatisfied,1,53
1,Manufacturing,Male,24,10,Satisfied,5,37
4,Consulting,Non-binary,26,1,Satisfied,1,91
4,Healthcare,Prefer not to say,48,8,Unsatisfied,4,50
5,Healthcare,Male,56,2,Unsatisfied,5,79
3,Consulting,Female,38,5,Neutral,3,54
1,Finance,Female,47,3,Neutral,2,47
3,Healthcare,Prefer not to say,51,1,Unsatisfied,2,84
2,Manufacturing,Non-binary,39,9,Satisfied,3,22
4,Manufacturing,Non-binary,52,7,Neutral,3,31
2,Retail,Female,46,1,Neutral,2,33
1,IT,Male,20,1,Satisfied,8,22
1,Finance,Female,23,3,Unsatisfied,1,38
3,Os_Consulting,Male,39,4,Unsatisfied,1,38
5,Retail,Female,29,4,Neutral,9,36
2,Healthcare,Male,49,5,Unsatisfied,1,47
1,IT,Non-binary,27,5,Unsatisfied,4,37
4,Consulting,Non-binary,27,2,Satisfied,2,80
3,Healthcare,Non-binary,26,1,Neutral,4,39
1,Consulting,Male,87,2,Satisfied,4,29
5,Manufacturing,Prefer not to say,55,2,Neutral,1,38
5,Healt.,Non-binary,59,2,Unsatisfied,3,40
4,Consulting,Prefer not to say,49,8,Unsatisfied,5,31
5,Education,Non-binary,97,4,Neutral,7,33
4,Manufacturing,Male,26,4,Unsatisfied,4,50
2,Consulting,Non-binary,31,2,Neutral,1,59
4,Education,Female,26,9,Unsatisfied,8,42
2,Manufacturing,Non-binary,32,10,Satisfied,1,29
4,Consulting,Female,33,5,Neutral,1,26
1,Consulting,Male,44,5,Satisfied,1,47
4,Manufacturing,Female,37,9,Unsatisfied,4,40
5,Education,Female,20,4,Unsatisfied,4,57
5,IT,Prefer not to say,34,2,Unsatisfied,3,56
3,E_IT,Prefer not to say,35,3,Neutral,4,28
3,Healthcare,Female,55,9,Neutral,5,52
2,Healthcare,Male,95,3,Unsatisfied,4,40
5,Healthcare,Male,41,3,Neutral,4,46
5,Consulting,Non-binary,41,1,Satisfied,5,53
5,Finan.,Male,48,3,Unsatisfied,7,39
5,Education,Male,56,1,Unsatisfied,2,79
5,Healthcare,Female,45,2,Neutral,1,48
4,Finance,Male,77,1,Neutral,3,77
2,IT,Non-binary,28,10,Satisfied,7,82
2,Consulting,Non-binary,32,5,Satisfied,2,93
4,Education,Female,55,5,Neutral,3,32
2,nSoP_IT,Non-binary,48,5,Satisfied,10,22
5,Finance,Female,57,1,Unsatisfied,4,47
2,Retail,Female,86,1,Unsatisfied,3,52
2,Retail,Male,56,3,Neutral,3,55
1,Healthcare,Male,23,5,Satisfied,2,60
4,IT,Female,49,2,Neutral,1,52
1,Finance,Prefer not to say,86,4,Satisfied,1,33
2,Retail,Male,33,3,Unsatisfied,1,30
3,Healthcare,Non-binary,31,2,Satisfied,2,50
4,Education,Male,54,3,Satisfied,5,28
4,IT,Male,91,1,Neutral,5,32
3,Finance,Male,42,5,Neutral,3,31
5,IT,Female,49,5,Unsatisfied,1,60
4,Manufacturing,Female,33,1,Unsatisfied,3,23
2,Manufacturing,Prefer not to say,93,5,Satisfied,1,24
5,Consulting,Male,56,1,Satisfied,3,44
5,Finance,Non-binary,25,3,Satisfied,2,49
1,Education,Male,36,1,Satisfied,5,28
3,Consulting,Female,26,10,Unsatisfied,4,80
1,Manufacturing,Non-binary,56,5,Neutral,9,48
5,1T,Male,54,9,Unsatisfied,3,56
5,Consulting,Male,46,4,Satisfied,5,54
5,g5vR_Consulting,Female,36,8,Unsatisfied,1,49
2,Retail,Prefer not to say,45,2,Satisfied,2,27
4,Finance,Male,36,1,Unsatisfied,1,31
5,Retail,Male,46,3,Neutral,2,26
1,Finance,Non-binary,47,3,Unsatisfied,4,33
4,Retail,Prefer not to say,41,1,Neutral,1,97
2,Education,Female,38,4,Satisfied,5,39
4,Consulting,Female,60,2,Satisfied,3,83
4,Healthcare,Male,78,3,Unsatisfied,2,27
1,Education,Prefer not to say,24,5,Satisfied,1,24
3,Manufacturing,Non-binary,57,3,Neutral,5,42
5,IT,Male,30,2,Satisfied,5,46
1,Retail,Male,42,2,Neutral,4,97
5,Retail,Female,51,1,Satisfied,2,50
4,Healthcare,Male,28,4,Satisfied,5,31
4,Healthcare,Male,60,1,Unsatisfied,2,56
1,Finance,Female,35,2,Neutral,3,31
2,Healthcare,Non-binary,59,5,Neutral,5,27
4,Manufacturing,Prefer not to say,58,4,Neutral,1,51
5,Retail,Non-binary,22,5,Neutral,8,50
4,Consulting,Female,45,5,Neutral,4,47
2,Consulting,Prefer not to say,27,9,Unsatisfied,2,28
3,Consulting,Female,35,4,Neutral,5,25
5,Healthcare,Female,86,3,Unsatisfied,3,35
3,Consulting,Female,31,5,Unsatisfied,3,26
1,Retail,Female,22,5,Satisfied,3,78
3,Finance,Prefer not to say,24,2,Satisfied,4,56
4,Education,Non-binary,24,2,Satisfied,5,45
5,Finance,Female,49,4,Neutral,2,41
1,IT,Male,52,2,Neutral,1,77
4,Finance,Prefer not to say,55,2,Unsatisfied,8,23
3,Consulting,Female,22,5,Unsatisfied,2,34
3,Retail,Male,35,8,Unsatisfied,2,25
1,IT,Female,52,2,Neutral,2,49
2,Finance,Female,45,5,Satisfied,3,33
3,Education,Male,30,3,Satisfied,2,59
4,Reta.,Male,83,3,Unsatisfied,5,48
1,R.,Male,21,9,Unsatisfied,5,54
1,Manufacturing,Female,56,1,Neutral,3,54
4,IT,Prefer not to say,26,3,Satisfied,4,27
2,Finance,Male,25,5,Unsatisfied,3,51
4,IT,Female,27,9,Neutral,2,44
4,Retail,Prefer not to say,60,4,Neutral,1,85
5,Manufacturing,Prefer not to say,21,4,Satisfied,5,34
1,Education,Non-binary,25,2,Satisfied,10,53
3,Retail,Prefer not to say,52,5,Neutral,5,41
3,Finance,Prefer not to say,41,8,Neutral,2,54
1,IT,Prefer not to say,21,7,Neutral,9,35
4,IT,Prefer not to say,56,5,Unsatisfied,4,60
1,Healthcare,Male,38,3,Unsatisfied,1,54
1,Consulting,Male,43,5,Satisfied,5,29
1,Consulting,Male,85,5,Unsatisfied,4,34
4,Retail,Female,52,3,Neutral,1,52
2,OyLh_Retail,Prefer not to say,21,5,Unsatisfied,5,25
4,Retail,Female,81,3,Satisfied,3,58
3,Consulting,Female,95,4,Neutral,9,89
3,Education,Prefer not to say,86,1,Unsatisfied,5,96
2,Manufacturing,Prefer not to say,47,2,Neutral,4,92
2,F.,Male,53,2,Unsatisfied,1,33
3,Retail,Non-binary,58,4,Unsatisfied,4,41
5,Retail,Male,55,3,Satisfied,4,26
3,Finance,Female,54,3,Satisfied,4,40
2,Education,Non-binary,60,5,Neutral,4,77
2,Retail,Female,34,1,Neutral,3,43
4,IT,Prefer not to say,50,3,Neutral,3,32
5,IT,Female,60,1,Satisfied,5,23
1,Healthcare,Male,20,3,Satisfied,5,29
3,Consulting,Non-binary,84,1,Unsatisfied,1,36
3,IT,Prefer not to say,38,1,Satisfied,5,78
5,Education,Prefer not to say,92,5,Satisfied,4,56
4,IT,Female,58,2,Satisfied,3,24
5,Manufacturing,Prefer not to say,49,1,Neutral,5,39
5,hxX_Consulting,Male,30,5,Satisfied,5,49
4,Healthcare,Female,42,3,Unsatisfied,1,29
2,Education,Male,34,8,Satisfied,5,58
3,IT.,Male,41,2,Satisfied,2,54
4,Retail,Female,22,10,Unsatisfied,4,25
2,Consulting,Male,24,5,Neutral,3,35
2,Healthcare,Non-binary,57,3,Unsatisfied,9,37
4,Finance,Prefer not to say,29,1,Unsatisfied,1,36
1,Retail,Non-binary,41,2,Unsatisfied,9,60
5,Education,Prefer not to say,27,2,Unsatisfied,7,53
4,Finance,Female,47,1,Unsatisfied,2,37
2,Re.,Female,41,5,Unsatisfied,1,58
3,IT,Non-binary,33,2,Neutral,1,45
5,PHBf_IT,Female,35,4,Unsatisfied,5,37
5,Consulting,Male,89,2,Unsatisfied,3,22
5,IT,Male,56,4,Unsatisfied,1,54
4,IT,Prefer not to say,28,3,Unsatisfied,5,94
4,Hea.,Non-binary,22,3,Neutral,8,41
2,Finan.,Non-binary,24,3,Satisfied,5,30
4,Consulting,Female,22,4,Satisfied,2,37
5,Education,Male,37,2,Neutral,5,45
5,Education,Prefer not to say,32,2,Satisfied,3,58
2,IT,Prefer not to say,51,3,Satisfied,5,97
5,Manufacturing,Male,60,2,Neutral,9,35
1,Education,Prefer not to say,27,1,Satisfied,4,22
2,Retail,Prefer not to say,44,4,Unsatisfied,1,44
3,Healthcare,Male,48,5,Unsatisfied,3,31
2,IT,Male,58,2,Neutral,5,42
1,KL_Finance,Non-binary,27,1,Neutral,1,30
1,Retail,Non-binary,22,3,Unsatisfied,3,28
1,Healthcare,Male,50,3,Satisfied,1,97
4,Manufacturing,Male,39,1,Neutral,5,42
3,Finance,Prefer not to say,20,4,Neutral,4,46
1,IT,Male,36,4,Unsatisfied,3,27
1,IT,Male,60,2,Unsatisfied,2,58
4,Healthcare,Non-binary,55,2,Satisfied,5,35
2,Education,Non-binary,79,3,Unsatisfied,5,43
5,Manufa.,Male,38,5,Satisfied,1,23
3,Consulting,Female,56,4,Unsatisfied,1,22
1,Consulting,Female,54,5,Unsatisfied,3,30
1,Manufacturing,Female,23,1,Neutral,2,47
1,Education,Male,46,5,Satisfied,2,54
1,Healthcare,Female,46,3,Neutral,3,47
1,e3_Education,Male,59,3,Satisfied,5,52
5,IT,Prefer not to say,42,1,Satisfied,4,32
5,Education,Female,55,4,Unsatisfied,2,33
5,Hea.,Non-binary,37,4,Neutral,2,35
2,Consulting,Prefer not to say,31,2,Satisfied,3,60
1,Healthcare,Non-binary,38,3,Satisfied,1,79
3,Healthcare,Prefer not to say,46,5,Satisfied,1,57
2,Finance,Prefer not to say,46,1,Satisfied,1,40
3,IT,Female,43,3,Satisfied,2,36
4,Finance,Non-binary,38,2,Satisfied,1,56
2,Finance,Female,47,2,Neutral,1,33
5,Education,Male,27,2,Satisfied,9,51
1,Manufacturing,Non-binary,94,1,Neutral,5,40
4,Finance,Male,33,3,Neutral,4,93
4,Consulting,Male,42,1,Satisfied,5,94
2,Retail,Prefer not to say,59,5,Satisfied,4,39
1,Finance,Male,28,3,Neutral,5,23
2,Healthcare,Non-binary,49,5,Neutral,3,91
5,Finance,Non-binary,28,2,Neutral,1,41
2,XQ_Manufacturing,Non-binary,56,4,Neutral,2,47
2,Retail,Male,35,2,Satisfied,1,44
1,Consulting,Female,42,4,Neutral,4,48
2,Education,Prefer not to say,34,5,Neutral,5,35
5,Finance,Male,22,5,Satisfied,10,37
4,Manufacturing,Prefer not to say,38,2,Satisfied,1,37
1,Manufacturing,Female,47,3,Satisfied,5,49
5,Finance,Female,42,5,Unsatisfied,3,52
4,Healthcare,Male,39,2,Unsatisfied,4,22
1,4qJ_Healthcare,Non-binary,41,10,Neutral,4,34
1,Manufact.,Male,29,1,Unsatisfied,3,44
3,Healthcare,Female,51,5,Satisfied,9,88
4,Retail,Female,53,5,Unsatisfied,9,39
1,Education,Non-binary,27,2,Neutral,5,97
2,Education,Female,46,5,Neutral,5,53
1,Finance,Non-binary,48,2,Neutral,3,40
2,Education,Female,36,5,Satisfied,1,52
3,Consulting,Male,21,1,Satisfied,1,24
3,Manufacturing,Female,59,2,Unsatisfied,1,87
3,Finance,Female,25,5,Unsatisfied,2,33
5,Education,Non-binary,23,1,Unsatisfied,2,32
3,Education,Prefer not to say,59,4,Unsatisfied,3,40
1,Retail,Non-binary,49,5,Unsatisfied,2,39
4,Healthcare,Prefer not to say,37,3,Neutral,2,59
1,Manufacturing,Non-binary,54,9,Neutral,5,97
1,Finance,Non-binary,27,3,Satisfied,5,34
5,Education,Male,84,1,Satisfied,4,58
4,Manufacturing,Prefer not to say,46,3,Unsatisfied,2,40
1,Retail,Male,31,5,Satisfied,5,91
5,Consulting,Prefer not to say,22,2,Neutral,4,42
1,Consulting,Male,31,3,Satisfied,1,22
3,Retail,Male,49,2,Neutral,5,51
3,Manufacturing,Female,52,5,Unsatisfied,2,34
3,IT,Prefer not to say,30,5,Satisfied,3,56
3,IT,Prefer not to say,54,7,Neutral,5,59
4,Education,Male,49,2,Unsatisfied,5,49
2,Manufacturing,Non-binary,47,1,Neutral,4,94
1,IT,Female,22,9,Unsatisfied,1,52
4,sM_Manufacturing,Prefer not to say,39,4,Satisfied,5,52
1,Manufacturing,Non-binary,35,5,Neutral,3,24
1,Manufacturing,Non-binary,24,2,Neutral,5,27
1,Healthcare,Female,53,5,Unsatisfied,5,25
5,Finance,Female,48,3,Satisfied,2,80
1,Retail,Prefer not to say,40,4,Unsatisfied,5,39
1,IT,Male,58,3,Unsatisfied,5,84
1,Education,Non-binary,36,2,Neutral,1,56
1,Retail,Female,28,2,Neutral,4,33
1,Consulting,Non-binary,59,9,Unsatisfied,10,35
1,Healthcare,Non-binary,34,5,Neutral,1,49
2,Retail,Male,30,2,Satisfied,1,23
1,Retail,Prefer not to say,43,4,Neutral,1,48
2,Manufacturing,Female,26,5,Neutral,5,31
