Hours_Worked_Per_Week,Company_Support_for_Remote_Work,Age,Employee_ID,Social_Isolation_Rating,tenseness horizontal surface,Gender,Industry,Number_of_Virtual_Meetings,Work_Life_Balance_Rating
50,3,58,EMP2616,3,Low,Male,Consulting,1,2
44,5,44,EMP2617,4,High,Female,Healthcare,9,2
30,2,53,EMP2618,1,low-toned,Male,Consulting,1,5
30,4,47,EMP2619,4,Low,Non-binary,Finance,15,5
40,5,25,EMP2620,3,Medium,Male,Manufacturing,1,1
47,5,32,EMP2621,5,High,Female,PtE_Healthcare,12,3
34,5,23,EMP2622,8,Medium,Male,Consulting,15,4
87,5,27,EMP2623,3,High,Non-binary,Education,2,3
25,2,45,EMP2624,2,High,Non-binary,Retail,14,3
49,3,58,EMP2625,2,Low,Female,Consulting,0,1
59,4,57,EMP2626,2,Low,Male,Finance,2,2
60,5,25,EMP2627,5,Medium,Male,Retail,2,1
38,4,59,EMP2628,4,Low,Female,Finance,7,2
31,2,43,EMP2629,1,High,Prefer not to say,Finance,1,1
80,8,56,EMP2630,1,Medium,Female,IT,4,5
50,1,50,EMP2631,1,Medium,Prefer not to say,Finance,7,1
50,3,47,EMP2632,4,High,Non-binary,Healthcare,7,2
46,5,47,EMPZ633,2,I_Medium,Prefer not to say,Consulting,7,1
59,3,53,EMP2634,1,Low,Female,Consulting,0,5
55,1,47,EMP2635,5,Medium,Female,Healthcare,9,5
38,3,45,EMP2636,4,Medium,Non-binary,DoK_Consulting,3,1
36,1,24,EMP2637,5,High,Non-binary,Retail,7,4
33,1,44,L_EMP2638,2,Low,Prefer not to say,Retail,2,4
31,5,55,EMP2639,3,Low,Male,Finance,10,5
44,5,25,EMP2640,2,Medium,Non-binary,Education,1,5
22,8,30,EMP2641,10,Low,Non-binary,Manufacturing,10,5
32,3,35,EMP2642,4,High,Female,Education,15,4
33,2,50,EMP2643,3,Medium,Male,Consulting,5,3
44,4,27,EMP2644,1,Low,Female,Healthcare,11,5
57,5,34,EMP2645,3,High,Male,Manufacturing,13,5
95,2,30,EMP2646,5,High,Prefer not to say,Retail,1,3
99,3,42,EMP2647,2,Medium,Female,Education,4,3
48,1,52,EMP2648,4,High,Prefer not to say,Education,4,1
42,2,45,EMP2649,2,Low,Non-binary,Education,2,4
38,2,50,EMP2650,1,Medium,Female,Healthcare,11,3
59,2,54,EMP2651,1,L.,Non-binary,Finance,12,3
28,1,54,EMP2652,4,Low,Female,6F6_Finance,13,4
34,4,25,EMP2653,2,i_Low,Prefer not to say,IT,8,4
29,2,54,EMP2654,1,High,Female,Consulting,5,3
48,9,29,EMP2655,3,High,Non-binary,Retail,11,3
51,4,37,EMP2656,2,Low,Female,IT,5,1
37,2,56,EMP2657,1,culture medium,Non-binary,IT,10,2
32,2,33,EMP2658,3,Low,Non-binary,IT,8,5
40,9,22,EMP.,3,Low,Female,Manufacturing,3,4
97,5,53,EMP2660,3,Low,Female,Consulting,7,3
34,10,53,EMP2661,3,Low,Female,Retail,11,4
55,3,43,EMP2662,4,Medium,Female,Consulting,11,3
22,7,53,EMP2663,2,High,Female,IT,0,1
57,3,34,EMP2664,1,Medium,Male,Retail,10,3
60,2,40,EMP2665,9,high-topped,Prefer not to say,Education,0,2
40,4,33,EMP2666,5,Low,Male,Healthcare,1,5
60,3,58,EMP2667,2,High,Male,Finance,6,5
31,3,35,EMP2668,9,High,Non-binary,IT,10,4
55,8,27,EMP2669,1,Medium,Prefer not to say,Healthcare,2,5
40,9,46,EMP2670,4,High,Female,IT,8,4
53,2,42,EMP2671,4,yqn_Low,Prefer not to say,IT,12,3
34,5,36,EMP2672,5,Medium,Male,Manufacturing,14,4
23,5,53,EMP2673,3,Low,Female,Education,13,3
54,2,25,EMP2674,2,Medium,Female,Finance,15,1
29,8,32,EMP2675,3,High,Prefer not to say,IT,8,2
40,9,59,EMP2676,2,Low,Non-binary,Consulting,9,5
22,4,26,EMP2677,4,Medium,Male,Retail,1,3
22,1,40,EMP2678,4,High,Non-binary,Retail,14,3
48,4,38,EMP2679,1,Low,Female,Education,8,4
22,3,23,EMP2680,4,Low,Non-binary,IT,6,1
28,4,49,EMP268I,1,Low,Prefer not to say,1T,10,3
43,5,26,EMP26B2,4,High,Male,Retail,7,1
49,9,46,EMP2683,5,Medium,Non-binary,IT,5,5
20,1,51,EMP2684,3,Medium,Male,Consulting,10,2
24,10,58,B9_EMP2685,5,Medium,Female,Education,1,5
24,4,49,EMP2686,5,Medium,Non-binary,Healthcare,2,1
47,8,51,EMP2687,5,Medium,Non-binary,Consulting,2,3
30,5,43,RRvl_EMP2688,3,Medium,Prefer not to say,Fin.,13,2
50,10,38,EMP2689,5,High,Female,IT,4,4
34,5,58,eP_EMP2690,2,High,Non-binary,R.,9,4
55,4,43,EMP2691,4,Medium,Female,Finance,7,2
55,7,52,EMP2692,2,Medium,Male,Education,14,5
45,2,35,EMP2693,1,Medium,Female,Retail,12,3
20,4,52,EMPZ694,2,Medium,Male,IT,3,2
78,1,23,EMP2695,9,Low,Male,IT,12,3
32,3,36,EMP2696,3,Medium,Prefer not to say,IT,10,5
25,3,31,EMP2697,4,high-topped,Female,Manufacturing,7,5
30,1,43,EMP2698,4,Low,Male,Finance,15,2
33,2,54,EMP2699,5,Low,Male,Manufacturing,10,3
58,4,53,EMP2700,3,Low,Female,Consulting,13,5
55,1,30,EMP2701,4,Medium,Non-binary,IT.,12,4
58,10,51,EMP2702,9,High,Prefer not to say,Retail,2,5
34,9,58,EMP2703,4,Low,Male,Healthcare,4,4
36,3,51,EMP2704,1,Low,Male,IT,15,4
42,5,32,EMP2705,5,Medium,Non-binary,Finance,2,3
93,2,55,EMP2706,1,Medium,Non-binary,Retail,15,4
94,5,36,EMP2707,4,Medium,Prefer not to say,Education,3,4
53,1,31,EMP2708,8,High,Non-binary,Education,6,5
37,1,27,EMP2709,5,High,Prefer not to say,Healthcare,11,3
55,1,31,EMP2710,8,Low,Prefer not to say,Manufacturing,4,2
85,9,40,EMP2711,5,High,Female,Healthcare,4,1
55,2,28,EMP2712,3,Me.,Prefer not to say,IT,4,3
42,4,58,EMP2713,5,Low,Non-binary,Manufacturing,13,5
39,3,53,EMP2714,2,Low,Non-binary,manufacture,10,4
54,10,34,EMP2715,3,High,Female,Consulting,3,2
28,7,47,EMP2716,1,Hi.,Prefer not to say,Education,0,4
44,5,41,EMP2717,2,Low,Non-binary,IT,13,4
86,1,48,EMP2718,1,Low,Female,Finance,11,2
20,5,22,EMP2719,1,Low,Prefer not to say,Manufacturing,15,4
42,2,30,EMPZ720,2,High,Female,Manufacturing,15,2
24,5,42,EMP2721,2,Medium,Prefer not to say,IT,1,1
81,5,34,EMP2722,2,Low,Female,Education,7,3
30,4,34,EMP2723,1,L.,Prefer not to say,IT,13,4
27,3,41,EMP2724,2,Low,Male,Manufacturing,5,1
24,3,41,E.,4,Low,Female,Consulting,5,2
42,8,27,EMP2726,2,Low,Prefer not to say,Healthcare,0,5
53,3,27,EMP2727,2,High,Non-binary,IT,10,4
34,4,22,EMP2728,5,Medium,Male,Retail,14,4
42,1,27,EMP2729,2,Low,Male,Retail,7,1
25,3,25,EMP2730,1,Medium,Non-binary,Manufacturing,3,1
30,4,46,EMP2731,2,Low,Prefer not to say,Consulting,15,5
27,5,30,EMP2732,3,Medium,Non-binary,Finance,9,2
27,3,38,EMP2733,3,Low,Non-binary,Retail,15,1
56,2,41,EMP2734,1,Medium,Prefer not to say,Manufacturing,5,2
30,4,46,EMP2735,5,High,Male,O8K4_Retail,14,3
40,2,58,EMP2736,4,Medium,Prefer not to say,Healthcare,1,4
57,5,57,EMP2737,2,Low,Prefer not to say,Retail,13,3
46,5,35,EMP2738,1,Low,Non-binary,Retail,10,1
38,2,30,EMP2739,4,High,Male,Consulting,15,5
47,4,42,EMP2740,5,Low,Male,Healthcare,5,1
22,1,57,EMP2741,2,High,Male,Finance,8,3
34,4,40,EMP2742,9,Low,Non-binary,Manufacturing,8,4
46,5,33,EMP2743,2,Low,Male,Finance,2,5
28,1,31,EMP2.,2,Medium,Prefer not to say,Healthcare,0,3
35,4,54,EMP2745,5,Low,Non-binary,Manuf.,1,5
23,1,25,EMP.,1,Medium,Female,Retail,14,3
36,8,46,EMP2747,3,High,Female,IT,7,4
45,3,44,EMP2748,1,Low,Prefer not to say,Retail,10,5
39,2,25,FMQ_EMP2749,7,High,Prefer not to say,Retail,9,1
55,10,29,EMP2750,4,Low,Non-binary,Education,7,1
26,4,43,EMP2751,3,Low,Female,UPI_Education,5,4
51,3,30,EMP2752,1,Medium,Male,z_Consulting,6,1
20,2,24,EMP2753,1,Low,Non-binary,Finance,4,5
46,1,32,EMP2754,4,Medium,Non-binary,Education,12,5
31,1,32,EMP2755,4,Medium,Female,feuw_Consulting,0,1
89,5,52,EMP2756,2,Medium,Female,J_Consulting,11,1
52,1,28,EMP2757,5,High,Prefer not to say,Education,10,3
53,4,25,EM.,5,2ux_Medium,Female,Finance,14,2
91,5,45,EMP2759,1,Low,Female,Retail,0,5
56,4,46,EMP2760,4,Q_Medium,Female,Manufacturing,13,5
20,9,58,EMP2761,5,Low,Prefer not to say,Finance,15,3
52,1,46,EMP2762,8,High,Prefer not to say,Consulting,10,4
38,2,32,EMP2763,1,High,Non-binary,IT,5,5
36,4,46,EMP2764,1,Low,Non-binary,Consulting,10,2
25,2,45,EMP2765,4,low-toned,Male,Educat.,9,4
46,4,33,EMP2766,4,Low,Non-binary,Education,8,4
92,5,47,EMP2767,3,Medium,Male,Healthcare,8,5
32,4,23,EMP2768,4,High,Non-binary,Education,9,5
34,2,55,EMP2769,8,culture medium,Female,Manufacturing,8,1
35,1,24,EMP2770,5,Low,Female,Finance,1,5
27,4,33,EMP2771,4,Medium,Female,Finance,13,3
43,9,22,EMP2772,8,High,Male,IT,7,5
27,3,33,EMP2773,5,High,Prefer not to say,Consulting,1,3
31,1,48,pUK_EMP2774,5,Medium,Non-binary,Education,8,4
20,3,35,EMP2775,5,High,Female,Education,2,3
44,3,26,EMP2776,5,Medium,Prefer not to say,Retail,4,2
59,4,60,EMP2777,1,Medium,Prefer not to say,Retail,2,3
97,3,23,EMP2778,5,Low,Male,Consulting,3,3
56,1,45,EMP2779,3,Low,Non-binary,Healthcare,11,4
37,4,46,EMP2780,2,culture medium,Male,Consulting,6,1
59,1,24,EMP2781,5,High,Female,1T,1,1
41,1,48,EMP2782,2,Medium,Non-binary,Education,13,1
32,3,55,EMP2783,2,Low,Female,Retail,0,4
38,5,36,EMP2784,5,Low,Prefer not to say,Retail,7,5
42,10,39,EMP2785,5,Lo.,Prefer not to say,Healthcare,15,5
79,4,24,EMP2786,5,High,Female,Fin.,7,1
36,4,48,EMP2787,3,Medium,Male,Manufacturing,4,3
28,5,52,EMP2788,4,Low,Female,Retail,10,3
23,1,36,EMP2789,3,Low,Non-binary,Healthcare,7,1
40,3,57,EMP2790,9,Low,Female,Healthcare,11,5
40,1,27,EMP2791,3,Medium,Male,Retail,11,1
24,4,31,EMP2792,1,low-toned,Non-binary,Education,5,3
21,5,49,EMP2793,4,High,Male,Education,0,3
34,2,60,EMP2794,5,High,Prefer not to say,Finance,3,2
41,4,52,EMP2795,2,Medium,Male,Healthcare,10,4
23,5,27,EMP2796,2,Medium,Female,Healthcare,15,5
47,3,55,EMP2797,3,High,Male,Healthcare,15,5
45,1,33,EMP2798,1,Low,Non-binary,IT,14,2
44,5,49,EMP2799,5,Medium,Prefer not to say,Finance,0,2
50,2,32,EMP2800,4,Low,Non-binary,Healthcare,5,3
36,1,23,EMP2801,8,Low,Non-binary,Consulting,11,2
32,3,35,EMP2802,10,Medium,Male,Healthcare,8,1
38,3,53,EMP2803,1,Medium,Non-binary,Healthcare,9,5
24,1,37,EMP2804,5,Low,Male,Manufacturing,5,1
26,1,50,EMP2805,1,High,Non-binary,Consulting,1,4
48,3,50,EMP2806,10,High,Prefer not to say,Healthcare,14,4
56,2,50,EMP2807,5,Low,Male,Healthcare,2,5
38,5,54,EMP2808,3,Low,Female,Consulting,12,3
47,3,47,EMP2809,2,Medium,Female,jnQ_Finance,6,1
51,1,30,EMP2810,2,Low,Prefer not to say,Healthcare,13,3
39,9,22,EMP2811,8,Low,Non-binary,Manufacturing,15,2
52,4,31,EMP2812,3,culture medium,Non-binary,Manufacturing,6,4
96,1,33,EMP2813,2,High,Female,Ret.,0,2
20,1,22,EMP2814,2,w_Medium,Male,IT,10,1
23,3,38,EMP.,1,Low,Female,Finance,13,1
39,4,38,EMP2816,1,EaIs_High,Male,Consulting,0,3
29,4,36,EMP2817,2,Medium,Female,Retail,9,5
49,5,47,EMP2818,1,High,Male,Healthcare,8,2
27,5,37,EMP2819,4,High,Non-binary,IT,7,1
27,2,38,EMP2B20,2,Medium,Non-binary,Consulting,7,4
26,1,39,EMP2821,4,High,Non-binary,Healthcare,8,3
39,2,29,EMP2822,4,Low,Male,Consulting,12,1
92,2,38,EMP2823,1,High,Prefer not to say,Manufacturing,2,5
59,2,40,EMP2824,3,Medium,Non-binary,Healthcare,7,5
49,3,31,EMP2825,5,Medium,Prefer not to say,Consulting,9,4
38,4,33,EMP2826,3,High,Non-binary,Education,8,5
26,4,50,EMP2827,4,Medium,Male,Manu.,0,4
31,2,59,EMP2828,1,Low,Non-binary,Consulting,2,2
26,1,42,EMP2829,2,Medium,Female,Education,6,4
81,2,29,EMP2830,1,High,Non-binary,Manufacturing,9,2
98,5,26,EMP2831,1,Medium,Female,Consulting,4,4
44,5,47,EMP2832,1,Medium,Male,Consulting,6,1
37,4,40,EMP2833,4,Low,Female,Manufacturing,5,4
20,4,57,EMP2834,4,High,Female,Education,1,5
34,2,56,EMP2835,3,Medium,Prefer not to say,IT,7,5
35,3,28,EMP2836,4,Medium,Prefer not to say,IT,15,3
55,4,52,EMP2837,8,Low,Female,Healthcare,2,3
22,3,40,EMP2838,10,Low,Male,Healthcare,3,2
41,3,46,EMP2839,4,Medium,Male,Healthcare,6,5
41,1,53,EMP2840,5,Medium,Non-binary,Consulting,2,5
48,9,39,EMP2841,1,Low,Male,Finance,13,5
56,1,51,EMP2842,2,Low,Male,Education,9,5
45,2,48,rE_EMP2843,10,Low,Female,Healthcare,0,5
53,1,47,EMP2844,3,Medium,Male,Finance,2,4
28,5,25,EMP2845,1,Medium,Non-binary,ED_IT,2,2
32,7,34,EMP2846,8,Low,Non-binary,Consulting,6,2
55,10,32,EMP2847,3,Medium,Female,Education,14,4
48,5,22,EMP284B,5,Low,Non-binary,0VUd_IT,1,2
57,1,47,EMP2849,4,Low,Female,Finance,10,5
37,1,52,EMP2850,8,High,Female,Retail,10,2
56,3,55,EMP2851,3,Medium,Male,Retail,9,2
23,8,60,EMP2852,8,High,Male,Healthcare,14,1
49,2,52,3_EMP2853,1,Medium,Female,IT,2,4
25,4,33,EMP2854,1,High,Prefer not to say,Finance,15,1
33,3,30,EMP2855,1,Low,Male,Retail,6,2
94,2,50,EMP2856,2,High,Non-binary,Healthcare,2,3
54,3,28,EMP2857,5,High,Male,Education,3,4
57,10,32,EMP2858,5,Medium,Male,IT,8,4
42,5,31,EMP2859,3,sPa_High,Male,Finance,1,3
49,5,60,EMP2860,1,Medium,Female,IT,2,5
33,1,23,cOJ_EMP2861,3,L.,Female,Manufacturing,7,4
47,5,24,EMP2862,1,Low,Prefer not to say,Manufacturing,8,2
56,1,44,EMP2863,3,Low,Male,Consulting,7,5
25,3,49,EMP2864,2,X_High,Non-binary,Finance,3,5
36,1,28,EMP2865,10,High,Male,Education,3,1
26,3,22,EMP2866,4,Low,Female,Consulting,3,3
56,5,48,EMP2867,1,High,Non-binary,Manufacturing,10,1
96,4,56,T_EMP2868,9,Low,Male,IT,15,5
46,4,54,EMP2869,5,Low,Male,Consulting,3,5
36,2,49,EMP2870,1,Medium,Female,Consulting,10,5
45,8,27,EMP2871,2,Medium,Prefer not to say,Retail,3,2
36,1,31,EMP2872,1,Lo.,Male,Finance,9,4
79,3,26,EMP2873,2,Wu_Low,Male,Retail,4,5
47,3,33,EMP2874,4,High,Non-binary,Finance,0,1
41,7,30,EMP2875,1,High,Prefer not to say,Retail,7,4
38,4,39,EMP2876,5,High,Female,Education,15,2
60,2,42,EMP2877,3,Medium,Female,Consulting,2,4
48,3,27,EMP2878,2,culture medium,Male,Healthcare,1,4
24,5,24,EMP2879,1,Medium,Prefer not to say,Education,10,1
57,3,42,EMP2880,5,Medium,Non-binary,Manufacturing,6,3
30,2,46,EMP2881,5,Medium,Male,IT,0,5
42,2,57,i6c_EMP2882,4,High,Male,Retail,14,1
51,1,50,EMP2883,2,High,Female,Retail,11,5
28,4,31,EMP2884,5,High,Male,Healthcare,11,4
60,1,56,EMP2885,2,Low,Male,Healthcare,14,4
35,2,31,EMP2886,3,Medium,Female,Finance,0,1
59,10,27,EMP2887,5,Low,Non-binary,Healthcare,12,2
58,9,51,EMP2888,1,Medium,Prefer not to say,manufacture,1,4
22,5,50,EMP2889,4,Low,Non-binary,Retail,4,5
45,5,47,EMP2890,4,High,Female,Consulting,13,4
27,5,28,EMP2891,2,High,Prefer not to say,Consulting,5,2
35,4,25,EMP2892,5,High,Female,Consulting,1,3
41,3,35,EMP2893,3,Medium,Female,Healthcare,13,5
31,5,26,EMP2894,3,Medium,Female,Consulting,8,3
80,5,31,EMP2895,3,hXY_Medium,Female,Retail,2,1
24,2,56,EMP2896,4,Medium,Prefer not to say,Finance,13,3
24,2,45,EMP2897,5,Low,Non-binary,Education,12,4
49,4,41,EMP2898,9,Low,Female,Finance,13,5
52,2,30,EMPZ899,1,Low,Male,DVPa_IT,3,1
55,2,23,EMP2900,5,Low,Prefer not to say,Finance,15,4
22,5,34,EMP2901,2,High,Female,Consulting,9,3
35,1,25,EMP2902,2,Medium,Male,Retail,7,3
52,2,49,EMP2.,2,culture medium,Female,IT,12,1
83,5,33,EMP2904,3,High,Female,Finance,15,2
30,8,59,EMP2905,2,Low,Male,Education,3,3
56,3,48,EMP2906,7,High,Male,Retail,5,4
21,1,54,EMP2907,5,High,Male,Retail,2,1
56,10,54,EMP2908,3,High,Female,Manufacturing,0,1
85,3,27,EMP2909,4,Medium,Prefer not to say,IT,1,4
25,5,51,EMP2910,3,Low,Male,Finance,9,2
27,4,44,EMP2911,2,Medium,Female,IT,15,4
60,4,28,EMP2912,1,M.,Prefer not to say,Retail,11,4
21,4,34,EMP2913,5,Low,Prefer not to say,Manufacturing,3,5
25,2,53,EMP2914,1,Medium,Non-binary,Education,10,1
52,5,41,EMP2915,5,Low,Prefer not to say,Ph_Retail,1,3
41,1,54,EMP2916,2,Medium,Prefer not to say,Finance,8,3
21,4,35,EMP2917,1,High,Prefer not to say,IT,1,1
56,5,60,EMP2918,4,Low,Prefer not to say,IT,2,4
38,3,54,EMP2919,1,Low,Male,Healthcare,6,1
76,5,29,EMP2920,5,Low,Male,Consulting,9,1
20,5,34,EMP2921,4,High,Male,fMsw_Consulting,12,1
52,3,52,EMP2922,1,Medium,Female,Retail,7,4
21,5,25,EMP2923,5,Medium,Prefer not to say,Retail,4,2
56,3,58,EMP2924,3,Medium,Female,Retail,15,4
38,4,22,EMP2925,1,Medium,Female,Consulting,5,3
39,1,48,EMP2926,5,high-topped,Prefer not to say,Education,15,3
47,2,31,EMP2927,4,Medium,Prefer not to say,Manufacturing,5,2
53,2,33,EMP2928,8,Low,Male,Finance,8,2
58,8,41,EMP2929,4,Medium,Non-binary,Retail,7,3
55,3,26,EMP2930,10,Medium,Male,Retail,15,5
54,3,40,EMP2931,4,Hig.,Female,Finance,13,3
60,5,38,EMP2932,9,Medium,Non-binary,Education,13,2
34,1,43,EMP2933,3,Medium,Female,Retail,13,2
50,3,32,EMP2934,3,Low,Prefer not to say,IT,14,4
60,1,23,KbB4_EMP2935,5,Medium,Female,IT,15,5
20,3,29,EMP2936,5,Me.,Male,Healthcare,11,1
60,1,36,EMP2937,1,Low,Non-binary,Consulting,15,3
38,1,31,EMP2938,5,High,Prefer not to say,I.,10,3
53,5,56,EMP2939,4,High,Prefer not to say,Education,5,5
58,2,24,EMP2940,3,culture medium,Female,IT,10,4
49,1,39,EMP2941,5,Medium,Prefer not to say,Manufacturing,13,5
30,5,49,EMP2942,7,Lo.,Male,Consulting,2,5
92,3,29,E.,1,High,Female,Healthcare,5,4
88,3,58,EMP2944,5,Medium,Male,Education,5,2
41,2,54,EMP2945,2,Medium,Male,IT,11,3
22,2,25,EMP.,4,Medium,Female,Retail,12,4
24,5,35,EMP2947,3,Medium,Male,Consulting,12,2
57,3,37,ufGy_EMP2948,10,Low,Non-binary,Healthcare,9,2
29,1,36,EMP2949,1,Medium,Prefer not to say,Finance,15,4
41,2,60,EMP2950,9,High,Non-binary,Retail,11,1
27,2,53,EMP2951,3,High,Prefer not to say,Education,13,5
47,1,37,EMP2952,2,Medium,Female,Finance,7,4
41,5,58,EMP2953,1,High,Female,Retail,7,2
33,2,45,YiRJ_EMP2954,1,Low,Non-binary,IT,11,3
35,4,37,EMP2955,5,High,Female,IT,6,5
60,10,22,EMP2956,3,High,Male,Consulting,11,5
56,8,54,EMP2957,1,High,Male,IT,6,5
28,3,48,EMP2958,5,Medium,Prefer not to say,IT,13,4
22,3,41,EMP2959,2,Low,Non-binary,S_Healthcare,14,4
24,3,30,EMP2960,5,Medium,Non-binary,Finance,0,2
22,4,37,EMP296I,2,Low,Female,Consu.,14,4
37,2,45,EMP296Z,5,Medium,Male,Education,12,5
32,2,58,EMPZ963,3,Medium,Prefer not to say,Education,4,5
51,3,29,EMP2964,5,High,Prefer not to say,IT,14,2
60,7,35,EMP2965,4,High,Male,Manufacturing,14,5
27,1,22,EMP2966,4,High,Prefer not to say,Education,4,1
44,4,44,EMP2967,1,Medium,Prefer not to say,Retail,3,2
48,9,31,EMP2968,3,Medium,Male,Healthcare,3,3
58,2,42,EMP2969,5,Medium,Male,IT,14,2
27,1,30,EMP2970,8,High,Non-binary,Finance,4,1
22,10,28,EMP2971,3,Medium,Non-binary,Retail,0,1
50,3,55,EMP2972,8,Medium,Male,Healthcare,13,1
39,1,42,EMP2973,5,High,Male,Manufacturing,2,4
20,4,46,EMP2974,8,Medium,Prefer not to say,M_Finance,12,3
36,4,27,EMP2975,3,Low,Male,IT,1,1
60,2,58,EMP2976,9,High,Male,IT,15,1
55,2,35,EMP2977,5,High,Non-binary,Healthcare,11,4
41,3,43,EMP2978,5,Medium,Non-binary,Education,12,2
38,5,23,EMP2979,1,Medium,Male,Manufacturing,10,5
56,4,22,EMP2980,1,Low,Female,Consulting,4,3
54,5,30,EMP2981,3,Low,Female,Consulting,8,1
23,1,47,EMP298Z,2,High,Female,Manufacturing,2,1
46,5,54,EMP2983,2,High,Male,Educat.,11,1
46,3,47,EMP2984,3,High,Female,Healthcare,15,1
59,3,52,EMP298S,5,Medium,Male,Education,8,1
42,1,32,EMP2986,4,Medium,Prefer not to say,IT,4,5
55,4,33,EMP2987,2,o_High,Female,Education,0,5
37,4,35,EMP2988,2,High,Non-binary,Healthcare,13,5
31,2,60,EMP2989,3,Medium,Prefer not to say,Consulting,15,2
38,3,46,EMP2990,1,Medium,Non-binary,Healthcare,1,1
46,5,57,EMP2991,1,Low,Prefer not to say,Healthcare,3,3
46,1,40,EMP2992,1,Me.,Prefer not to say,Finance,7,2
43,3,36,EMP2993,2,High,Female,IT,13,3
38,2,56,EMP2994,1,High,Non-binary,Finance,15,4
47,2,33,EMP2995,1,Low,Female,g_Finance,12,2
27,2,51,EMP2996,5,High,Male,education department,4,5
49,1,40,EMP.,5,Medium,Non-binary,Manufacturing,1,1
33,3,28,EMP2998,4,High,Male,Finance,11,4
42,7,26,EMP2999,5,High,Male,Consulting,12,4
59,5,39,EMP3000,4,Medium,Prefer not to say,lEY_Retail,10,2
28,3,23,EMP3001,5,High,Male,Finance,15,1
49,5,30,EMP3002,3,Medium,Non-binary,Healthcare,8,2
28,2,41,EMP3003,1,Low,Non-binary,Finance,3,5
56,4,47,EMP3004,2,Low,Non-binary,Manufacturing,13,2
35,2,44,EMP3005,1,Medium,Male,Retail,10,2
42,4,48,EMP3006,4,Low,Female,Con.,6,1
34,5,35,EMP3007,5,Medium,Prefer not to say,Education,8,2
22,5,37,EMP30O8,5,High,Male,Finance,9,5
38,2,37,EMP3009,1,Medium,Prefer not to say,Manufacturing,11,4
47,3,49,EMP3010,5,Medium,Female,Manufacturing,10,1
42,5,52,EMP3011,3,High,Female,Finance,9,5
39,2,22,EMP3012,4,Low,Male,Healthcare,15,4
41,2,34,EMP3013,4,Hig.,Non-binary,Healthcare,3,1
29,1,44,EMP3014,10,Low,Male,B_Manufacturing,6,1
51,5,26,EMP3015,5,Med.,Female,Healthcare,4,3
53,5,39,EMP3016,8,Medium,Female,Retail,14,4
27,2,50,EMP3017,5,Low,Non-binary,Education,12,1
92,5,53,EMP3018,5,Low,Female,Education,4,2
48,2,40,EMP3019,3,Medium,Non-binary,Finan.,15,1
36,5,52,EMP3020,1,Low,Female,Education,6,2
21,1,24,EMP3021,1,Medium,Male,Consulting,10,3
59,2,50,EMP3022,1,culture medium,Female,Manufacturing,2,3
25,5,33,EMP3023,2,Medium,Female,Finance,11,3
23,10,32,EMP3O24,2,Medium,Non-binary,Education,9,5
59,4,40,EMP3025,3,Low,Prefer not to say,Education,5,3
49,5,39,EMP3026,2,Low,Non-binary,Retail,15,1
37,3,59,EMP3027,2,High,Prefer not to say,Healthcare,6,4
54,5,53,EMP3028,5,Low,Non-binary,Manufacturing,2,1
27,3,34,EMP3029,5,High,Non-binary,Finance,14,1
51,1,58,EMP3030,4,High,Male,Education,7,5
46,3,40,EMP3031,9,Low,Prefer not to say,Manufacturing,4,4
31,5,49,EMP3032,5,Medium,Male,Retail,2,1
22,2,42,EMP3033,4,Low,Prefer not to say,Consulting,4,5
31,3,22,EMP3034,1,Medium,Male,Consulting,0,1
89,2,51,EMP3035,5,Low,Male,uG_Retail,0,3
52,5,34,EMP3036,2,Med.,Female,M.,4,3
30,5,56,EMP3037,3,Low,Prefer not to say,IT,9,3
54,4,59,EMP3038,5,Medium,Prefer not to say,IT,1,3
49,2,49,EMP3039,5,Medium,Male,Education,1,4
47,1,33,EMP3040,4,Medium,Non-binary,Manufacturing,12,2
22,4,52,NuL_EMP3041,1,High,Female,IT,5,1
39,4,52,EMP3042,5,X3S8_Medium,Prefer not to say,Manufacturing,2,4
35,5,24,EMP3043,3,Low,Non-binary,Manufacturing,8,1
88,2,27,EMP3044,5,High,Non-binary,Manufacturing,0,1
53,5,25,EMP3045,5,High,Female,MF_Healthcare,14,1
48,3,53,EMP3046,2,Low,Female,Finance,3,5
94,4,39,EMP3047,5,high-topped,Prefer not to say,Retail,9,1
58,3,50,EMP3048,5,High,Male,1T,14,1
36,2,56,EMP3049,1,Low,Non-binary,Education,6,1
28,2,33,EMP3050,4,Medium,Female,Retail,15,1
59,1,35,EMP3051,2,High,Non-binary,Consulting,2,1
34,5,49,EMP3052,1,High,Non-binary,Healthcare,13,1
30,2,23,EMP3053,1,Medium,Male,Retail,1,2
43,4,48,EMP3054,1,Medium,Prefer not to say,Retail,11,1
26,5,31,EMP3055,10,Medium,Female,Manufacturing,3,2
93,3,52,EMP3056,5,Medium,Non-binary,Retail,5,5
52,4,51,EMP3057,3,Low,Male,Manufacturing,4,3
52,4,43,EMP3058,8,High,Male,Manufacturing,1,3
24,2,53,EMP3059,4,High,Male,UxYi_Finance,11,2
38,5,36,EMP3060,8,Low,Male,Finance,6,4
50,2,24,EMP3061,5,culture medium,Female,Finance,14,1
36,1,45,EMP3062,4,Medium,Prefer not to say,Manufacturing,7,2
56,2,28,EMP3063,1,high-topped,Male,H.,5,2
42,4,35,EMP3064,3,Low,Male,Education,9,4
57,3,55,EMP3065,2,High,Male,Manufacturing,11,4
